0.8895,0.43887
0.80023,-0.44732
1.1549,0.41575
0.90642,0.30772
0.87559,0.61736
0.91276,0.38338
1.01,0.18776
0.77425,-0.29745
0.83219,0.61909
0.903,0.37277
0.74688,-0.30229
0.97652,0.089271
0.70089,-0.32178
0.82745,-0.75794
1.078,-0.19407
0.93788,0.18149
0.87286,0.38802
1.0257,-0.098788
0.93143,-0.016357
0.99346,0.25669
0.71572,-0.51977
1.0578,-0.26766
1.0838,-0.1044
0.93263,-0.27317
0.7744,-0.65673
1.0494,-0.5844
0.81297,-0.028061
1.0911,-0.355
0.83407,0.75617
1.0494,-0.20051
1.1309,0.10678
0.73147,-0.045256
0.74834,0.66801
0.75439,0.75008
0.9648,-0.12467
0.86323,0.46875
0.78629,-0.13525
0.80019,0.27222
0.5071,0.96291
0.99041,-0.15686
0.98343,-0.35715
0.90122,-0.45162
0.73043,0.54133
0.95821,0.34333
0.96283,0.32127
0.9106,-0.098523
1.0461,-0.37852
1.0448,-0.28609
0.91464,-0.34963
0.91275,-0.32902
1.0621,0.16509
0.92459,-0.094119
0.66351,0.40481
1.0126,-0.24179
0.92763,0.3805
0.75462,-0.73635
0.70912,0.79117
1.0489,0.14714
0.99483,0.057539
1.0366,-0.40284
0.97407,-0.29248
0.90961,-0.15856
0.81306,-0.23917
0.75589,0.67009
0.99912,0.16084
0.9015,0.098981
0.77422,-0.34145
0.79633,-0.66901
0.68342,0.77052
1.0696,-0.077077
0.78271,-0.13372
0.789,-0.58003
1.0748,0.36385
0.93303,-0.4295
0.69935,0.44301
0.46965,-0.83801
0.98687,0.26709
1.1011,0.11457
0.79416,0.34642
1.077,-0.15774
0.31334,-1.0634
0.93064,-0.4722
0.012035,1.1648
0.9357,0.44702
0.68249,-0.50683
1.0027,0.25893
0.97363,0.18589
0.33715,-0.85935
1.0734,-0.038822
0.48777,-0.85805
0.7949,0.64781
0.909,0.42324
0.87597,0.62578
0.47487,0.70848
0.92795,-0.0054978
0.82091,-0.11945
1.1488,0.17549
1.0656,0.044493
1.0384,-0.14369
1.1399,-0.13788
0.89528,-0.40131
0.93124,0.024192
0.74343,-0.60623
1.058,0.14822
1.1489,0.29327
1.0151,0.16464
0.87449,0.57109
0.96457,0.10289
0.947,0.1631
0.97095,-0.051226
0.82702,-0.11799
0.69188,0.63944
0.53385,-0.82335
0.74242,-0.54196
0.86905,-0.34896
0.96297,0.32885
0.67744,-0.55442
0.96989,-0.09776
1.056,0.15358
1.0362,-0.083913
0.98813,0.30024
0.93419,0.24284
0.4186,0.81464
0.69112,-0.75136
0.95176,-0.30261
0.65452,0.5273
1.029,-0.18493
0.79126,0.025075
0.86303,-0.19673
0.96544,0.67563
1.0935,0.38717
1.0624,0.38043
0.88594,0.20475
0.54975,-0.77755
0.47177,0.9024
0.92561,-0.28199
0.95148,0.098132
0.77672,0.83092
0.99833,0.023871
1.102,-0.22966
0.97455,0.32232
1.0125,-0.26266
0.88831,-0.44089
0.4885,-0.99242
1.084,-0.042725
1.1331,0.0018903
0.78458,0.62897
0.78455,0.35461
1.0527,0.36007
0.93864,-0.018636
0.83742,0.37714
0.61117,0.40674
1.2314,-0.23268
0.88224,0.11843
0.67658,-0.62419
0.87448,-0.35893
1.0146,0.12749
0.81286,-0.20925
1.0939,-0.14875
0.61405,0.57745
0.9374,-0.41016
